Eastern Mich.|53|Louisville|86
Arizona St.|58|Kentucky|72
Kansas St.|68|Texas A&amp;M|78
Md.-East. Shore|56|Maryland|77
St. Mary's (CA)|59|Cal|63
Schreiner|46|Abilene Christian|69
Army|90|Air Force|80
Bethune-Cookman|60|Akron|81
Tennessee Tech|57|Arkansas|83
Ark.-Monticello|71|Arkansas St.|104
Pepperdine|72|Ball St.|63
Binghamton|64|Buffalo|80
Tennessee|86|Butler|94
Loyola Marymount|82|Cal St. Fullerton|70
UNLV|73|UC-Riverside|62
Fla. Atlantic|61|UCF|75
Texas Southern|71|Central Mich.|79
Rider|82|Charleston So.|72
Ohio|76|Cleveland St.|67
BYU|83|Colorado|92
NJIT|56|Columbia|65
Ohio St.|55|Connecticut|75
IUPUI|65|Creighton|90
Western Caro.|54|Davidson|87
Chattanooga|61|Dayton|59
UALR|66|DePaul|44
Bowling Green|80|Detroit|95
Mississippi Val.|60|Evansville|95
Samford|86|Florida A&amp;M|67
Pacific|52|Fresno St.|71
Gardner-Webb|73|Furman|53
Rutgers|49|George Washington|83
UNC Wilmington|82|Georgetown|87
Old Dominion|64|Georgia St.|68
UCLA|71|Gonzaga|66
Holy Cross|90|Hartford|68
Hawaii Pacific|71|Hawaii|83
Arlington Baptist|53|Houston Baptist|110
Radford|92|Howard|91
Utah Valley|100|Idaho St.|76
Ill.-Chicago|79|Illinois|83
Austin Peay|68|IPFW|85
Blue Mountain College|37|Jackson St.|75
George Mason|46|James Madison|69
Canisius|77|Kent St.|84
Lamar|73|Liberty|58
Princeton|78|Lipscomb|64
Tampa|60|Long Beach St.|87
La.-Lafayette|79|Louisiana Tech|91
Delaware|70|Marist|69
Eastern Ky.|72|Marshall|96
Mt. St. Mary's|63|UMBC|75
Manhattan|57|Memphis|89
Delaware St.|33|Michigan|80
Auburn|81|Middle Tenn.|88
Mississippi St.|67|UMKC|72
Drake|71|Nevada|79
UNI|57|New Mexico|76
Williams Baptist|66|New Orleans|83
Long Island|80|Niagara|79
Belmont Abbey|61|UNC Greensboro|84
Coastal Georgia|71|North Florida|117
Stony Brook|62|Northeastern|75
Minnesota|60|Oklahoma St.|62
La.-Monroe|50|Penn St.|54
Sacramento St.|73|Portland|81
Bryant|67|Providence|74
Longwood|59|Richmond|77
Lafayette|90|Sacred Heart|86
Duquesne|67|St. Francis (PA)|65
Alabama A&amp;M|58|St. Louis|75
Pacific Union|66|Santa Clara|73
Albany (NY)|70|Siena|78
Jacksonville|74|South Carolina St.|81
Cal St. Bakersfield|77|South Dakota|67
Mississippi|75|Southeast Mo. St.|64
North Texas|66|Southern Ill.|74
Portland St.|64|SIU Edwardsville|74
Bristol|41|Southern Utah|79
Dartmouth|50|Stanford|64
Arkansas Tech|48|Stephen F. Austin|86
Grambling|52|Tennessee St.|64
A&amp;M-Corpus Christi|85|UTSA|79
Oakland|76|Toledo|64
UC-Irvine|73|Utah St.|63
Navy|68|VMI|62
Montana|62|Washington|92
Eastern Ill.|57|Western Ill.|64
Marygrove|59|Western Mich.|101
Marquette|57|Wisconsin|55
La Salle|47|Villanova|76
La.-Monroe|58|West Virginia|100
Missouri|52|Arizona|88
Ark.-Pine Bluff|64|Iowa St.|78
Seattle|73|UAB|79
Maine|60|Boston College|91
Alabama|51|Clemson|50
New Hampshire|59|Colgate|75
North Greenville|52|Col. of Charleston|89
Weber St.|68|Denver|69
N.C. A&amp;T|60|East Carolina|71
Wesley|77|Elon|106
Massachusetts|76|Fla. Gulf Coast|77
Southeastern La.|58|Florida St.|75
Coppin St.|55|Fordham|92
Neb.-Omaha|108|Grand Canyon|104
Virginia Wise|74|High Point|111
LSU|98|Houston|105
Murray St.|61|Illinois St.|63
Alabama St.|63|Jacksonville St.|60
Wright St.|67|Miami (OH)|72
Judson|74|Milwaukee|125
Tulsa|70|Missouri St.|61
Wagner|54|Monmouth|73
Rhode Island|67|Nebraska|70
Wyoming|62|New Mexico St.|59
Campbell|60|UNC Asheville|80
Colorado St.|64|Northern Colo.|73
Norfolk St.|60|Northern Ky.|81
Chicago St.|35|Northwestern|77
Loyola (IL)|61|Notre Dame|81
Morehead St.|62|Pittsburgh|72
Boston U.|64|Quinnipiac|57
Montana St.|91|San Jose St.|83
St. Peter's|46|Seton Hall|72
UC-Santa Barbara|68|South Dakota St.|86
North Carolina St.|65|South Fla.|46
Ecclesia|69|Southern U.|96
Yale|56|Southern California|68
Syracuse|72|St. John's (NY)|84
St. Joseph's|66|Temple|65
Texas-Rio Grande Valley|59|Texas St.|68
Lamar|53|Virginia Tech|88
UTEP|68|Washington St.|84
Indiana St.|62|Western Ky.|75
Blue Mountain College|60|Alcorn St.|68
Dartmouth|62|Cal St. Bakersfield|69
Columbia International|74|Charleston So.|107
Robert Morris|71|Columbia|78
St. Martin's|50|Gonzaga|86
Sacred Heart|71|Hartford|80
St. Francis (NY)|60|Manhattan|71
N.C. Central|73|Marshall|92
S.C. Upstate|66|Navy|57
FIU|72|North Florida|94
Nicholls St.|60|North Texas|78
Cal Poly|63|St. Mary's (CA)|93
Le Tourneau|54|Sam Houston St.|96
Southern Miss.|57|South Ala.|54
Tennessee St.|93|Stetson|90
Prairie View|49|Tulane|63
Eastern Wash.|80|Western Caro.|97
Coastal Caro.|71|Wofford|63
UC-Irvine|63|Oregon|78
Ga. Southern|65|Duke|99
Appalachian St.|55|Texas|67
Mercer|71|Auburn|78
Ouachita|54|Belmont|80
St. Francis (PA)|67|Binghamton|61
Tennessee Tech|69|Chattanooga|80
Norfolk St.|59|Cincinnati|75
Presbyterian|41|Clemson|69
Fla. Atlantic|73|Eastern Ky.|80
Southeastern La.|64|Florida A&amp;M|67
Monmouth|83|Georgetown|68
VCU|64|Georgia Tech|77
Delaware St.|59|Grand Canyon|88
Pacific|88|Green Bay|93
UC-Riverside|59|Houston Baptist|72
Our Lady of the Lake|99|Incarnate Word|97
Southern U.|67|Memphis|72
Jackson St.|53|Miami (OH)|64
Northern Ky.|62|Michigan|77
Louisiana Tech|80|Mississippi|99
Great Falls|59|Montana|79
East Tenn. St.|64|UNC Asheville|84
Mississippi Val.|48|Northwestern|78
Ohio Dominican|69|Ohio|93
Longwood|55|Oklahoma St.|73
UC-Davis|55|San Diego|61
Ark.-Pine Bluff|57|Santa Clara|69
Drexel|54|South Carolina|79
DePaul|60|Stanford|79
La.-Lafayette|80|UCLA|89
UNC Greensboro|71|Wake Forest|81
A&amp;M-Corpus Christi|49|Wisconsin|64
Geneva|58|Youngstown St.|99
Tulane|72|North Carolina|96
Savannah St.|53|Utah|99
Kennesaw St.|57|Louisville|94
Northern Ariz.|37|Arizona|92
Hardin-Simmons|59|Baylor|104
Nicholls St.|42|SMU|86
Winthrop|60|Alabama|72
S.C. Upstate|54|UAB|96
Citadel|99|Bethune-Cookman|87
Johnson &amp; Wales (NC)|53|Campbell|87
UALR|77|Central Ark.|54
South Carolina St.|68|Duquesne|83
UNC Wilmington|73|East Carolina|78
Alabama St.|74|Elon|91
Mississippi St.|66|Florida St.|90
Cal St. Bakersfield|68|Fresno St.|76
Bluefield College (VA)|46|Furman|94
N.C. Central|65|Houston|73
Illinois St.|72|Ill.-Chicago|60
Ill.-Springfield|60|Indiana St.|75
Texas Southern|73|Iona|83
Gardner-Webb|57|LSU|78
Cleveland St.|60|Loyola (IL)|54
New Orleans|95|Massachusetts|103
Louisiana State-Alexandria|72|McNeese St.|77
Chicago St.|52|Minnesota|70
Oral Roberts|66|Missouri St.|85
Simpson|71|Neb.-Omaha|81
Arizona St.|66|UNLV|56
New Mexico St.|61|New Mexico|79
High Point|73|North Carolina St.|76
Montana St.|64|North Dakota St.|73
Austin Peay|70|North Florida|80
Denver|81|Northern Colo.|77
Northern Ill.|54|Ohio St.|67
Texas St.|62|Prairie View|44
Old Dominion|61|Richmond|77
UT Martin|82|St. Louis|76
Southern Utah|36|St. Mary's (CA)|92
Jacksonville|75|South Fla.|88
Albany St. (GA)|69|Stetson|95
Fla. Atlantic|62|Tennessee|81
East Central|61|UTSA|75
South Dakota St.|67|Texas Tech|79
UC-Santa Barbara|68|Vermont|75
Alabama A&amp;M|70|Western Ky.|79
Marshall|68|West Virginia|86
Hampton|72|SMU|105
Stony Brook|86|American|68
Maryville (MO)|53|Bradley|61
Norfolk St.|70|Evansville|84
Belmont|62|Middle Tenn.|83
South Dakota|92|Milwaukee|91
Grambling|47|N.C. A&amp;T|61
Valley City State|59|North Dakota|80
Mississippi Val.|74|North Texas|87
Jackson St.|67|Ohio|72
Troy|85|Paine|77
Cal St. Northridge|77|Portland St.|71
Liberty|72|Princeton|77
St. Thomas (TX)|54|Rice|67
Lehigh|67|Robert Morris|69
Northwest Indian College|36|Seattle|98
Cal Poly|82|Southern California|101
Lipscomb|86|Tennessee St.|89
Charleston So.|65|Wright St.|71
Long Beach St.|73|Oregon|94
UC-Riverside|60|Abilene Christian|56
Central Mich.|85|BYU|98
Chapman|51|UC-Irvine|65
Mass.-Lowell|79|Central Conn. St.|83
Kennesaw St.|66|Chattanooga|78
South Carolina|65|Clemson|59
Nicholls St.|68|Colorado|85
Eastern Ky.|81|East Tenn. St.|87
Wagner|76|Fairfield|64
Towson|68|Fairleigh Dickinson|69
Warren Wilson|62|Gardner-Webb|107
New Hope Christian|54|Idaho|127
Jarvis Christian|56|Lamar|80
Sam Houston St.|75|Long Island|69
Central Baptist|76|La.-Monroe|101
Southern U.|76|Louisiana Tech|83
Jacksonville St.|60|Loyola Marymount|77
Mississippi|85|Memphis|79
Southern Ill.|88|Murray St.|73
Santa Clara|69|Nevada|72
Md.-East. Shore|47|Old Dominion|77
Cal St. Fullerton|69|Oregon St.|82
La.-Lafayette|59|Pepperdine|79
Weber St.|92|Portland|82
South Ala.|72|Samford|70
Grand Canyon|52|San Diego St.|45
Coppin St.|93|San Francisco|96
Incarnate Word|73|St. John's (NY)|51
Arkansas St.|70|UT Martin|74
Miami (OH)|64|Tennessee Tech|77
Coastal Caro.|77|Wake Forest|83
Texas St.|73|Washington St.|78
Mary Washington|64|William &amp; Mary|94
Montana|46|Kansas|88
Michigan St.|78|Northeastern|58
Villanova|75|Virginia|86
Auburn|61|Xavier|85
Creighton|74|Oklahoma|87
North Carolina|89|UCLA|76
Indiana|80|Notre Dame|73
Col. of Charleston|63|Miami (FL)|85
Utah|77|Duke|75
Butler|74|Purdue|68
Western Ky.|56|Louisville|78
UNLV|70|Arizona|82
Kentucky|67|Ohio St.|74
Baylor|61|Texas A&amp;M|80
Princeton|61|Maryland|82
Drake|64|Iowa|70
UNI|81|Iowa St.|79
Texas|75|Stanford|73
Coppin St.|51|Cal|84
St. Francis (PA)|58|Albany (NY)|65
Charlotte|82|Appalachian St.|66
Houston Baptist|79|Arizona St.|98
Mercer|69|Arkansas|66
Delaware|61|Boston College|69
Montana St.|73|Buffalo|80
Menlo|50|Cal St. Bakersfield|82
Air Force|67|UC-Davis|60
Citadel|82|Campbell|101
Boston U.|68|Canisius|84
Western Ill.|70|Chicago St.|77
Belmont|65|Cleveland St.|67
Hampton|53|Colorado|95
Furman|50|Dayton|70
Northwestern|78|DePaul|70
UCF|89|Detroit|95
Penn St.|63|Drexel|57
Robert Morris|65|Duquesne|72
UNC Greensboro|69|Elon|79
Oklahoma St.|70|Florida|72
South Dakota St.|56|Fla. Gulf Coast|52
Fla. Atlantic|59|Florida St.|64
Maine|53|Fordham|70
Longwood|70|George Mason|75
St. Peter's|74|George Washington|87
UNC Asheville|79|Georgetown|73
Georgia Tech|61|Georgia|75
Winthrop|88|Ga. Southern|81
Tennessee|79|Gonzaga|86
Eastern Ill.|65|Houston|81
UMBC|93|Howard|103
South Dakota|79|Illinois|91
Stetson|89|IPFW|95
Southern Utah|68|IUPUI|82
Colorado St.|56|Kansas St.|61
Mt. St. Mary's|73|Lehigh|76
Oral Roberts|77|LSU|100
Ill.-Chicago|47|Loyola (IL)|64
Youngstown St.|46|Michigan|105
Tulane|59|Mississippi St.|69
North Carolina St.|73|Missouri|59
Rockhurst|60|UMKC|71
Dartmouth|56|New Hampshire|76
Rice|90|New Mexico|89
Florida A&amp;M|70|North Florida|87
FIU|75|Northern Ill.|78
Southeast Mo. St.|69|Northern Ky.|79
Missouri Valley|79|Northwestern St.|105
Tulsa|71|Oregon St.|76
Ursinus|66|Penn|73
Cal St. Fullerton|60|Portland|65
Piedmont|65|Presbyterian|69
Rider|65|Providence|73
UNC Wilmington|67|Radford|69
Iona|74|Rhode Island|79
Illinois St.|65|St. Joseph's|79
Indiana St.|76|St. Louis|68
Wichita St.|76|Seton Hall|80
UAB|79|South Fla.|68
Georgia St.|66|Southern Miss.|46
South Carolina St.|45|St. Bonaventure|64
Our Lady of the Lake|56|Stephen F. Austin|95
Cornell|46|Syracuse|67
Delaware St.|63|Temple|78
Alcorn St.|76|Tennessee St.|81
New Mexico St.|73|UTEP|53
Utah Valley|83|UTSA|78
Ark.-Pine Bluff|54|Texas Tech|94
Bethune-Cookman|68|Toledo|102
Missouri St.|45|Valparaiso|74
Wofford|56|Vanderbilt|80
Fisher College|37|Vermont|84
Cincinnati|69|VCU|63
Grambling|52|Virginia Tech|87
Oakland|97|Washington|83
Neb.-Omaha|75|Wyoming|76
Md.-East. Shore|79|American|64
Northern Ariz.|57|UALR|84
Marist|89|Army|83
Bradley|70|Boise St.|90
Bethesda University (CA)|49|Cal St. Northridge|79
Life Pacific|48|UC-Riverside|95
Alabama St.|65|Coastal Caro.|68
Mass.-Lowell|79|Connecticut|88
Pittsburgh|94|Davidson|69
Eastern Wash.|74|Denver|58
Evansville|85|Fresno St.|77
Wis.-Superior|57|Green Bay|108
East Carolina|61|James Madison|67
Austin Peay|92|Lipscomb|84
Western Caro.|52|Morehead St.|60
Manhattan|78|Morgan St.|66
Samford|69|Nebraska|58
Monmouth|73|Rutgers|67
San Jose St.|64|Seattle|67
Liberty|55|St. Francis (NY)|64
NJIT|83|St. John's (NY)|74
Hofstra|68|Stony Brook|71
Cal Poly|74|A&amp;M-Corpus Christi|80
Abilene Christian|69|TCU|80
Rio Grande|47|Towson|88
Bowling Green|47|Wright St.|83
Appalachian St.|70|North Carolina|94
Oregon|72|Alabama|68
Eastern Ky.|59|West Virginia|84
New Hampshire|74|Boston U.|78
Sam Houston St.|53|UC-Irvine|63
Akron|84|UC-Santa Barbara|70
S.C. Upstate|61|Colorado St.|89
Eastern Mich.|73|Coppin St.|62
North Texas|82|Creighton|105
Neb.-Omaha|80|Eastern Ill.|68
Charleston So.|64|Florida St.|75
VMI|76|Gardner-Webb|75
Southeastern La.|62|Georgia Tech|75
Pepperdine|73|Gonzaga|99
Maine|75|Holy Cross|76
Grand Canyon|78|Houston|69
North Dakota St.|67|Idaho St.|62
Florida A&amp;M|66|Jacksonville|68
Northern Colo.|76|Jacksonville St.|79
Texas Lutheran|69|Lamar|86
New Orleans|69|La.-Lafayette|79
Western Ill.|67|Loyola (IL)|72
Chicago St.|74|Marquette|91
Wyoming|82|Marshall|90
Providence|90|Massachusetts|66
Oral Roberts|61|New Mexico St.|76
Elon|86|UNC Asheville|81
Southern U.|68|N.C. Central|63
Sacred Heart|67|Northwestern|103
Youngstown St.|78|Notre Dame|87
Ark.-Pine Bluff|58|Ohio|65
Quinnipiac|61|Oregon St.|82
Santa Clara|72|Pacific|73
Loyola Marymount|60|Portland|87
Southern Ill.|65|St. Louis|52
San Francisco|52|St. Mary's (CA)|74
SIU Edwardsville|51|Southern California|70
Sacramento St.|60|Stanford|70
Alcorn St.|47|UT Martin|70
Sul Ross St.|40|Texas-Arlington|98
Norfolk St.|85|UTEP|76
Howard Payne|43|Texas St.|92
N.C. A&amp;T|62|Toledo|95
Texas-Rio Grande Valley|69|Utah St.|94
High Point|75|William &amp; Mary|78
Kansas|70|San Diego St.|57
Michigan St.|99|Oakland|93
Delaware|48|Villanova|78
Cal|62|Virginia|63
Xavier|78|Wake Forest|70
Oklahoma|88|Washington St.|60
Kennesaw St.|72|Indiana|99
Miami (FL)|95|La Salle|49
Delaware St.|58|Utah|105
Vanderbilt|55|Purdue|68
UMKC|47|Louisville|75
Long Beach St.|70|Arizona|85
Tennessee Tech|63|Iowa|85
Iowa St.|81|Cincinnati|79
Kent St.|74|SMU|90
Johnson &amp; Wales|56|Air Force|80
Hiwassee|43|UAB|116
Stephen F. Austin|73|Arizona St.|80
North Florida|72|Arkansas|97
Central Ark.|67|Arkansas St.|77
Wofford|77|Austin Peay|84
FIU|66|Binghamton|49
Fordham|55|Boston College|64
Marist|84|Brown|83
Southern Utah|52|Butler|88
Portland St.|66|Cal St. Bakersfield|78
Idaho|68|UC-Davis|51
Denver|54|UC-Riverside|63
Iona|76|UC-Santa Barbara|80
Col. of Charleston|86|Campbell|68
La.-Monroe|96|Canisius|108
Bethune-Cookman|96|UCF|101
Howard|52|Central Mich.|72
Georgetown|62|Charlotte|59
Radford|75|Chattanooga|77
Longwood|54|Dartmouth|78
Miami (OH)|63|Dayton|64
George Washington|61|DePaul|82
Abilene Christian|70|Drake|87
Penn|52|Drexel|53
South Carolina St.|71|East Carolina|98
Alabama A&amp;M|70|Evansville|91
Loyola Maryland|88|Fairfield|94
Jacksonville|65|Florida|89
Louisiana Tech|66|Fla. Gulf Coast|63
Wagner|60|George Mason|71
Clemson|48|Georgia|71
Stetson|58|Ga. Southern|78
Middle Tenn.|62|Georgia St.|64
Nicholls St.|84|Hampton|81
Widener|46|Hartford|69
BYU|82|Harvard|85
UNI|52|Hawaii|68
Fla. Atlantic|54|Hofstra|68
Purdue Calumet|74|Ill.-Chicago|91
Tennessee St.|55|Illinois St.|66
Ball St.|61|Indiana St.|73
Mt. St. Mary's|53|James Madison|73
North Dakota|49|Kansas St.|63
Stony Brook|75|Lehigh|62
Incarnate Word|59|Long Island|66
American|51|LSU|79
Grand Canyon|85|Marshall|81
Central Penn|86|Md.-East. Shore|115
IUPUI|48|Memphis|84
Troy|80|Mississippi|83
Southeast Mo. St.|78|Missouri St.|74
Montana Western|43|Montana|75
Furman|49|Navy|62
Prairie View|50|Nebraska|81
Southern U.|53|Neb.-Omaha|74
South Dakota|68|UNLV|103
Auburn|83|New Mexico|78
UC-Irvine|80|Norfolk St.|62
Eastern Ill.|52|N.C. Central|57
UNC Greensboro|52|North Carolina St.|58
Utah Valley|77|UNC Wilmington|102
Vermont|65|Northeastern|77
Roosevelt|52|Northern Ill.|85
Mercer|44|Ohio St.|64
Rhode Island|65|Old Dominion|71
Colorado|71|Penn St.|70
Bucknell|77|Princeton|89
Presbyterian|44|Richmond|74
Virginia Tech|62|St. Joseph's|79
Life Pacific|66|San Jose St.|128
South Fla.|49|Seton Hall|66
St. Bonaventure|70|Siena|73
Rice|67|South Ala.|74
St. John's (NY)|61|South Carolina|75
Montana St.|60|Syracuse|82
East Tenn. St.|67|Tennessee|76
Sam Houston St.|68|UTEP|87
North Dakota St.|68|Texas-Rio Grande Valley|50
Cal Poly|88|UTSA|73
UALR|53|Texas Tech|65
Southern Miss.|40|Tulane|59
Northern Ariz.|55|Tulsa|90
McNeese St.|53|UCLA|67
Idaho St.|58|Utah St.|69
Buffalo|69|VCU|90
Seattle|68|Washington|79
South Dakota St.|95|Weber St.|99
Detroit|74|Western Ky.|79
IPFW|89|Western Mich.|86
Nevada|69|Wichita St.|98
Alabama St.|84|Winthrop|92
Murray St.|49|Wright St.|65
Houston|94|Wyoming|89
Oklahoma|84|Hawaii|81
Utah Valley|68|Louisville|98
New Mexico St.|70|Baylor|85
Colorado|66|SMU|70
Niagara|56|Albany (NY)|65
TCU|53|Bradley|49
New Mexico|66|BYU|96
Nicholls St.|74|Canisius|83
Bowling Green|62|Cleveland St.|47
Central Conn. St.|52|Connecticut|99
Monmouth|78|Cornell|69
Morehead St.|77|Davidson|81
Colgate|60|Georgia Tech|76
Loyola Marymount|62|Gonzaga|85
Auburn|51|Harvard|69
Texas-Rio Grande Valley|64|Idaho St.|76
Missouri|63|Illinois|68
Akron|78|Iona|64
Penn St.|75|Kent St.|69
Hampton|75|La.-Monroe|64
Bryant|60|Michigan|96
Milwaukee|74|Minnesota|65
Northern Colo.|69|Mississippi St.|93
Rider|71|Morgan St.|49
UMKC|56|UNC Wilmington|76
Washington St.|59|UNI|63
Indiana-Kokomo|44|Northern Ky.|88
Western Caro.|73|Pittsburgh|79
Pepperdine|79|Portland|87
Fairleigh Dickinson|64|Rutgers|72
St. Francis (NY)|45|St. Peter's|56
Cal St. Northridge|63|San Diego|81
Pacific|76|San Francisco|89
St. Mary's (CA)|81|Santa Clara|59
Lafayette|64|Southern California|100
UMBC|65|Towson|91
North Dakota St.|62|Utah St.|76
Green Bay|79|Wisconsin|84
Harvard|71|Oklahoma|83
UNI|76|BYU|84
Auburn|67|Hawaii|79
New Mexico|59|Washington St.|82
Louisville|73|Kentucky|75
Marshall|67|Maryland|87
Fairfield|101|Bucknell|91
Pacific Union|46|Fresno St.|89
Presbyterian|66|Marquette|84
Loyola Maryland|59|Northwestern|74
South Carolina St.|57|Ohio St.|73
Central Penn|63|Radford|123
Middle Tenn.|61|South Dakota St.|65
Harris-Stowe|84|Southeast Mo. St.|94
Carroll|38|Stanford|83
Texas Southern|67|Syracuse|80
Liberty|57|VCU|85
Penn|57|Villanova|77
UNC Greensboro|63|North Carolina|96
College of Idaho|74|Utah|115
Elon|66|Duke|105
Davidson|60|Cal|86
Cal St. Bakersfield|59|Arizona St.|75
Monmouth|84|Army|91
A&amp;M-Corpus Christi|74|Austin Peay|70
Valparaiso|81|Belmont|85
Kean|53|Boston U.|86
Bethune-Cookman|73|Brown|81
IUPUI|54|Butler|92
Howard|59|Columbia|72
Coppin St.|77|Creighton|102
Hannibal-LaGrange|53|Eastern Ill.|78
Detroit|73|Eastern Mich.|88
Middle Georgia State|78|Gardner-Webb|101
Methodist|50|High Point|96
Sacred Heart|73|Hofstra|80
Nicholls St.|49|Houston|76
Drexel|70|Iona|77
Cairn|52|Longwood|90
Prairie View|58|Louisiana Tech|77
Green Bay|78|Morehead St.|72
UC-Riverside|81|Morgan St.|72
Stony Brook|83|NJIT|61
Campbell|83|UNC Wilmington|106
Chicago St.|93|Oakland|101
Mass.-Lowell|66|Rutgers|89
Pacific Union|49|Sacramento St.|78
Utah Valley|50|St. Mary's (CA)|65
Cornell|65|St. Peter's|62
UC-Davis|75|Seattle|80
Fla. Gulf Coast|81|South Dakota|89
Grand Canyon|86|SIU Edwardsville|75
Delaware St.|47|TCU|75
UC-Santa Barbara|83|Washington|78
Multnomah|47|Weber St.|114
Brescia|66|Western Ky.|93
Rio Grande|84|Winthrop|116
UC-Irvine|53|Kansas|78
Michigan St.|70|Iowa|83
Western Ore.|60|Oregon|88
Princeton|64|Miami (FL)|76
Purdue|61|Wisconsin|55
Cal Poly|63|Texas A&amp;M|82
Texas Southern|59|Baylor|72
Connecticut|71|Texas|66
SMU|81|Tulsa|69
Western St.|66|Air Force|86
Jacksonville St.|59|Alabama|67
Stephen F. Austin|66|UAB|76
Alabama A&amp;M|62|Ball St.|63
Mt. St. Mary's|53|Binghamton|62
Delaware|79|Buffalo|99
Northwestern St.|92|Centenary (LA)|69
George Washington|67|UCF|50
St. Andrews|39|Charleston So.|92
Citadel|93|Charlotte|111
Temple|77|Cincinnati|70
Cedarville|37|Cleveland St.|77
Regis|53|Colorado St.|77
Manhattan|64|Eastern Ky.|76
Florida St.|73|Florida|71
UT Martin|57|Fla. Atlantic|48
Florida A&amp;M|45|FIU|65
Robert Morris|67|Georgia|79
Duquesne|67|Georgia Tech|73
Mississippi Val.|48|Hawaii|77
Ecclesia|47|Houston Baptist|101
Cal St. Northridge|79|Idaho St.|84
Northern Ill.|70|Ill.-Chicago|65
Marist|68|Jacksonville|69
St. Louis|47|Kansas St.|75
Howard Payne|74|Lamar|97
Chattanooga|80|Lipscomb|56
Wake Forest|77|LSU|71
Quinnipiac|95|Maine|98
Long Island|79|Massachusetts|83
Tulane|65|Memphis|77
Ark.-Pine Bluff|25|Missouri|78
Blue Mountain College|61|New Orleans|94
Furman|65|UNC Asheville|67
Montreat|68|N.C. Central|107
Northeastern|66|North Carolina St.|72
Sam Houston St.|64|North Texas|69
Liberty|56|Notre Dame|73
UMKC|43|Oklahoma St.|61
Norfolk St.|57|Old Dominion|68
Cal St. Fullerton|82|Portland St.|89
Incarnate Word|82|Rice|76
Md.-East. Shore|68|St. Joseph's|78
Miles|76|Samford|104
SE Okla. St.|52|Southern Miss.|66
Albany (NY)|71|St. Francis (NY)|66
Tennessee St.|69|Tennessee|74
Texas-Rio Grande Valley|64|UTEP|85
Richmond|70|Texas Tech|85
Siena|64|Vermont|73
Central Mich.|84|William &amp; Mary|88
Oakland|58|Virginia|71
Clemson|69|North Carolina|80
West Virginia|88|Virginia Tech|63
Indiana|79|Rutgers|72
Penn St.|64|Maryland|70
Long Beach St.|81|Duke|103
Coppin St.|84|Iowa St.|104
Hillsdale|48|Abilene Christian|90
South Carolina St.|68|Akron|78
Fort Valley St.|89|Alabama St.|105
Louisiana Col.|69|Alcorn St.|81
Westminster (MO)|61|Austin Peay|112
UC-Davis|56|Boise St.|64
New Hampshire|67|Boston College|72
Rhode Island|88|Brown|85
Navy|58|Bucknell|88
Yale|62|Central Conn. St.|42
Lafayette|70|Colgate|77
Arkansas|81|Dayton|85
Georgetown|70|DePaul|58
Morehead St.|72|East Tenn. St.|75
Indiana St.|62|Evansville|70
Boston U.|64|Holy Cross|80
Michigan|78|Illinois|68
Missouri St.|61|Illinois St.|74
Oral Roberts|84|IPFW|90
Southeastern La.|66|Jackson St.|89
Mercer|76|Kennesaw St.|73
Army|88|Lehigh|82
Southern Ill.|72|Loyola (IL)|62
American|67|Loyola Maryland|75
Seton Hall|83|Marquette|63
Trevecca Nazarene|67|Middle Tenn.|82
Brescia|75|Murray St.|101
Northwestern|81|Nebraska|72
Fresno St.|69|UNLV|66
Nevada|76|New Mexico|88
Arizona Christian|61|New Mexico St.|81
Kent St.|61|N.C. A&amp;T|60
Northland|47|North Dakota St.|105
Bradley|44|UNI|80
UC-Riverside|59|Ohio|81
Minnesota|63|Ohio St.|78
Syracuse|61|Pittsburgh|72
Hartford|80|Rider|82
NJIT|77|St. Francis (PA)|65
Wyoming|55|San Diego St.|67
Utah St.|80|San Jose St.|71
UC-Santa Barbara|88|Seattle|50
UALR|69|South Ala.|60
Francis Marion|56|South Carolina|78
Lees-McRae|60|S.C. Upstate|88
Houston|73|South Fla.|67
Niagara|68|St. Bonaventure|82
Florida Tech|83|Stetson|93
Georgia St.|70|Texas-Arlington|85
Ga. Southern|66|Texas St.|80
Northern Ky.|73|Toledo|90
Arkansas St.|84|Troy|81
Western Mich.|61|Vanderbilt|86
North Florida|68|VCU|80
Bridgewater (VA)|37|VMI|72
Mass.-Lowell|62|Wagner|76
Mars Hill|62|Western Caro.|82
Xavier|64|Villanova|95
Chicago St.|48|Ball St.|73
Providence|81|Butler|73
Morgan St.|68|Cal St. Bakersfield|80
Lourdes|66|Central Mich.|87
Bryant|62|Dartmouth|60
Northeastern|86|Elon|79
La Salle|77|Fla. Gulf Coast|86
Coastal Caro.|61|Gardner-Webb|65
Wofford|57|Harvard|77
Radford|60|High Point|77
Delaware|80|Hofstra|90
Bethune-Cookman|70|Jacksonville|74
SIU Edwardsville|67|Jacksonville St.|72
Col. of Charleston|65|James Madison|62
UNC Asheville|70|Longwood|61
Appalachian St.|56|La.-Monroe|72
Md.-East. Shore|75|UMBC|89
N.C. Central|48|Mississippi St.|71
Drexel|63|UNC Wilmington|75
Idaho|74|North Dakota|71
Montana|90|Northern Ariz.|84
Eastern Wash.|90|Northern Colo.|96
San Diego|75|Pacific|77
BYU|74|St. Mary's (CA)|85
Portland|95|San Francisco|107
Gonzaga|79|Santa Clara|77
Belmont|92|Southeast Mo. St.|82
